nohup: ignoring input
/scratch/guerbuez/miniconda3/lib/python3.11/site-packages/torchmetrics/utilities/prints.py:43: UserWarning: The variance of predictions or target is close to zero. This can cause instability in Pearson correlationcoefficient, leading to wrong results. Consider re-scaling the input if possible or computing using alarger dtype (currently using torch.float32).
  warnings.warn(*args, **kwargs)  # noqa: B028
Epoch [47/100], Batch [70/147] train loss: 565.27, train corr: 0.03280
Epoch [47/100], Batch [71/147] train loss: 579.88, train corr: 0.03067
Epoch [47/100], Batch [72/147] train loss: 546.64, train corr: 0.01996
Epoch [47/100], Batch [73/147] train loss: 558.73, train corr: -0.00504
Epoch [47/100], Batch [74/147] train loss: 560.54, train corr: -0.01491
Epoch [47/100], Batch [75/147] train loss: 567.18, train corr: -0.01690
Epoch [47/100], Batch [76/147] train loss: 559.82, train corr: -0.02101
Epoch [47/100], Batch [77/147] train loss: 565.74, train corr: -0.02535
Epoch [47/100], Batch [78/147] train loss: 742.27, train corr: -0.02446
Epoch [47/100], Batch [79/147] train loss: 563.69, train corr: -0.02784
Epoch [47/100], Batch [80/147] train loss: 568.06, train corr: 0.02235
Epoch [47/100], Batch [81/147] train loss: 584.03, train corr: 0.02324
Epoch [47/100], Batch [82/147] train loss: 560.75, train corr: 0.02869
Epoch [47/100], Batch [83/147] train loss: 575.61, train corr: 0.02489
Epoch [47/100], Batch [84/147] train loss: 576.31, train corr: 0.02559
Epoch [47/100], Batch [85/147] train loss: 563.87, train corr: 0.02980
Epoch [47/100], Batch [86/147] train loss: 577.58, train corr: 0.01575
Epoch [47/100], Batch [87/147] train loss: 586.96, train corr: -0.01996
Epoch [47/100], Batch [88/147] train loss: 572.46, train corr: 0.00120
Epoch [47/100], Batch [89/147] train loss: 577.96, train corr: 0.03281
Epoch [47/100], Batch [90/147] train loss: 559.46, train corr: 0.03284
Epoch [47/100], Batch [91/147] train loss: 549.51, train corr: 0.03456
Epoch [47/100], Batch [92/147] train loss: 581.51, train corr: 0.01302
Epoch [47/100], Batch [93/147] train loss: 560.93, train corr: -0.02113
Epoch [47/100], Batch [94/147] train loss: 562.92, train corr: -0.02279
Epoch [47/100], Batch [95/147] train loss: 548.67, train corr: 0.02203
Epoch [47/100], Batch [96/147] train loss: 578.63, train corr: 0.02557
Epoch [47/100], Batch [97/147] train loss: 574.48, train corr: 0.02621
Epoch [47/100], Batch [98/147] train loss: 573.32, train corr: 0.02724
Epoch [47/100], Batch [99/147] train loss: 560.67, train corr: -0.01293
Epoch [47/100], Batch [100/147] train loss: 572.55, train corr: -0.01917
Epoch [47/100], Batch [101/147] train loss: 562.19, train corr: -0.02056
Epoch [47/100], Batch [102/147] train loss: 570.83, train corr: 0.01658
Epoch [47/100], Batch [103/147] train loss: 595.88, train corr: 0.03303
Epoch [47/100], Batch [104/147] train loss: 564.95, train corr: 0.03246
Epoch [47/100], Batch [105/147] train loss: 568.29, train corr: 0.00337
Epoch [47/100], Batch [106/147] train loss: 556.45, train corr: -0.01777
Epoch [47/100], Batch [107/147] train loss: 560.27, train corr: -0.02284
Epoch [47/100], Batch [108/147] train loss: 566.65, train corr: -0.01747
Epoch [47/100], Batch [109/147] train loss: 565.84, train corr: 0.02721
Epoch [47/100], Batch [110/147] train loss: 552.83, train corr: 0.03179
Epoch [47/100], Batch [111/147] train loss: 561.03, train corr: 0.02100
Epoch [47/100], Batch [112/147] train loss: 578.44, train corr: -0.01529
Epoch [47/100], Batch [113/147] train loss: 559.90, train corr: -0.01708
Epoch [47/100], Batch [114/147] train loss: 568.51, train corr: -0.01956
Epoch [47/100], Batch [115/147] train loss: 579.27, train corr: -0.00823
Epoch [47/100], Batch [116/147] train loss: 556.78, train corr: 0.00927
Epoch [47/100], Batch [117/147] train loss: 577.25, train corr: 0.01297
Epoch [47/100], Batch [118/147] train loss: 564.40, train corr: -0.00747
Epoch [47/100], Batch [119/147] train loss: 628.04, train corr: -0.01915
Epoch [47/100], Batch [120/147] train loss: 572.86, train corr: -0.01723
Epoch [47/100], Batch [121/147] train loss: 559.73, train corr: -0.01363
Epoch [47/100], Batch [122/147] train loss: 573.64, train corr: 0.00102
Epoch [47/100], Batch [123/147] train loss: 589.11, train corr: -0.00348
Epoch [47/100], Batch [124/147] train loss: 562.53, train corr: -0.01896
Epoch [47/100], Batch [125/147] train loss: 555.18, train corr: -0.02118
Epoch [47/100], Batch [126/147] train loss: 555.81, train corr: -0.01690
Epoch [47/100], Batch [127/147] train loss: 562.44, train corr: -0.01163
Epoch [47/100], Batch [128/147] train loss: 563.06, train corr: -0.00293
Epoch [47/100], Batch [129/147] train loss: 560.46, train corr: -0.00829
Epoch [47/100], Batch [130/147] train loss: 560.25, train corr: -0.01278
Epoch [47/100], Batch [131/147] train loss: 564.98, train corr: -0.01601
Epoch [47/100], Batch [132/147] train loss: 555.61, train corr: -0.01678
Epoch [47/100], Batch [133/147] train loss: 576.79, train corr: -0.00865
Epoch [47/100], Batch [134/147] train loss: 560.21, train corr: 0.00319
Epoch [47/100], Batch [135/147] train loss: 568.63, train corr: 0.00216
Epoch [47/100], Batch [136/147] train loss: 548.25, train corr: -0.00844
Epoch [47/100], Batch [137/147] train loss: 563.73, train corr: -0.01472
Epoch [47/100], Batch [138/147] train loss: 569.10, train corr: -0.01506
Epoch [47/100], Batch [139/147] train loss: 566.15, train corr: -0.02075
Epoch [47/100], Batch [140/147] train loss: 821.34, train corr: -0.01191
Epoch [47/100], Batch [141/147] train loss: 559.13, train corr: -0.02407
Epoch [47/100], Batch [142/147] train loss: 568.32, train corr: -0.01852
Epoch [47/100], Batch [143/147] train loss: 568.70, train corr: 0.03088
Epoch [47/100], Batch [144/147] train loss: 559.75, train corr: 0.03296
Epoch [47/100], Batch [145/147] train loss: 565.93, train corr: 0.03162
Epoch [47/100], Batch [146/147] train loss: 565.09, train corr: 0.03102
Epoch [47/100], Batch [147/147] train loss: 567.75, train corr: -0.01139
Epoch [47/100], validation loss: 599.60, validation correlation: -0.01719
Epoch [48/100], Batch [1/147] train loss: 558.53, train corr: -0.01967
Epoch [48/100], Batch [2/147] train loss: 577.47, train corr: 0.00473
Epoch [48/100], Batch [3/147] train loss: 741.42, train corr: 0.03101
Epoch [48/100], Batch [4/147] train loss: 566.62, train corr: -0.01866
Epoch [48/100], Batch [5/147] train loss: 558.10, train corr: -0.02108
Epoch [48/100], Batch [6/147] train loss: 570.69, train corr: 0.03096
Epoch [48/100], Batch [7/147] train loss: 561.86, train corr: 0.02850
Epoch [48/100], Batch [8/147] train loss: 576.07, train corr: 0.02752
Epoch [48/100], Batch [9/147] train loss: 580.95, train corr: 0.02923
Epoch [48/100], Batch [10/147] train loss: 562.45, train corr: 0.03452
Epoch [48/100], Batch [11/147] train loss: 570.18, train corr: -0.02120
Epoch [48/100], Batch [12/147] train loss: 574.79, train corr: -0.02711
Epoch [48/100], Batch [13/147] train loss: 558.99, train corr: -0.01167
Epoch [48/100], Batch [14/147] train loss: 566.45, train corr: 0.03001
Epoch [48/100], Batch [15/147] train loss: 574.21, train corr: 0.02949
Epoch [48/100], Batch [16/147] train loss: 564.89, train corr: 0.03018
Epoch [48/100], Batch [17/147] train loss: 568.01, train corr: -0.02151
Epoch [48/100], Batch [18/147] train loss: 567.17, train corr: -0.02501
Epoch [48/100], Batch [19/147] train loss: 646.94, train corr: -0.01923
Epoch [48/100], Batch [20/147] train loss: 565.91, train corr: -0.00517
Epoch [48/100], Batch [21/147] train loss: 583.98, train corr: 0.02201
Epoch [48/100], Batch [22/147] train loss: 562.49, train corr: 0.02600
Epoch [48/100], Batch [23/147] train loss: 575.78, train corr: 0.02311
Epoch [48/100], Batch [24/147] train loss: 561.15, train corr: 0.02620
Epoch [48/100], Batch [25/147] train loss: 574.68, train corr: -0.00080
Epoch [48/100], Batch [26/147] train loss: 576.87, train corr: 0.03220
Epoch [48/100], Batch [27/147] train loss: 558.52, train corr: 0.03231
Epoch [48/100], Batch [28/147] train loss: 553.97, train corr: 0.03132
Epoch [48/100], Batch [29/147] train loss: 555.62, train corr: 0.03325
Epoch [48/100], Batch [30/147] train loss: 566.59, train corr: 0.01255
Epoch [48/100], Batch [31/147] train loss: 564.87, train corr: -0.02145
Epoch [48/100], Batch [32/147] train loss: 563.32, train corr: -0.02162
Epoch [48/100], Batch [33/147] train loss: 561.80, train corr: -0.01335
Epoch [48/100], Batch [34/147] train loss: 577.59, train corr: 0.02653
Epoch [48/100], Batch [35/147] train loss: 565.97, train corr: 0.02400
Epoch [48/100], Batch [36/147] train loss: 563.97, train corr: 0.01169
Epoch [48/100], Batch [37/147] train loss: 551.54, train corr: -0.02685
Epoch [48/100], Batch [38/147] train loss: 578.15, train corr: -0.02511
Epoch [48/100], Batch [39/147] train loss: 570.07, train corr: -0.01236
Epoch [48/100], Batch [40/147] train loss: 564.92, train corr: 0.02597
Epoch [48/100], Batch [41/147] train loss: 614.46, train corr: 0.02968
Epoch [48/100], Batch [42/147] train loss: 556.26, train corr: 0.01154
Epoch [48/100], Batch [43/147] train loss: 622.75, train corr: -0.02019
Epoch [48/100], Batch [44/147] train loss: 583.49, train corr: -0.01442
Epoch [48/100], Batch [45/147] train loss: 567.25, train corr: -0.01518
Epoch [48/100], Batch [46/147] train loss: 563.60, train corr: 0.01062
Epoch [48/100], Batch [47/147] train loss: 570.54, train corr: 0.02734
Epoch [48/100], Batch [48/147] train loss: 580.89, train corr: -0.00363
Epoch [48/100], Batch [49/147] train loss: 567.32, train corr: -0.01769
Epoch [48/100], Batch [50/147] train loss: 572.39, train corr: -0.02369
Epoch [48/100], Batch [51/147] train loss: 582.69, train corr: -0.01514
Epoch [48/100], Batch [52/147] train loss: 548.60, train corr: -0.00034
Epoch [48/100], Batch [53/147] train loss: 570.22, train corr: 0.01315
Epoch [48/100], Batch [54/147] train loss: 578.38, train corr: -0.00898
Epoch [48/100], Batch [55/147] train loss: 560.12, train corr: -0.02012
Epoch [48/100], Batch [56/147] train loss: 580.79, train corr: -0.01992
Epoch [48/100], Batch [57/147] train loss: 577.72, train corr: -0.01118
Epoch [48/100], Batch [58/147] train loss: 573.14, train corr: 0.00274
Epoch [48/100], Batch [59/147] train loss: 593.83, train corr: 0.02068
Epoch [48/100], Batch [60/147] train loss: 575.17, train corr: -0.00705
Epoch [48/100], Batch [61/147] train loss: 558.83, train corr: -0.01946
Epoch [48/100], Batch [62/147] train loss: 560.32, train corr: -0.01691
Epoch [48/100], Batch [63/147] train loss: 571.75, train corr: -0.02021
Epoch [48/100], Batch [64/147] train loss: 567.78, train corr: -0.01073
Epoch [48/100], Batch [65/147] train loss: 551.04, train corr: -0.00814
Epoch [48/100], Batch [66/147] train loss: 567.20, train corr: -0.01309
Epoch [48/100], Batch [67/147] train loss: 554.66, train corr: -0.01902
Epoch [48/100], Batch [68/147] train loss: 568.76, train corr: -0.01613
Epoch [48/100], Batch [69/147] train loss: 554.59, train corr: -0.01820
Epoch [48/100], Batch [70/147] train loss: 576.05, train corr: -0.01072
Epoch [48/100], Batch [71/147] train loss: 571.84, train corr: -0.00800
Epoch [48/100], Batch [72/147] train loss: 577.13, train corr: -0.01220
Epoch [48/100], Batch [73/147] train loss: 568.47, train corr: -0.01502
Epoch [48/100], Batch [74/147] train loss: 548.52, train corr: -0.01744
Epoch [48/100], Batch [75/147] train loss: 555.29, train corr: -0.02059
Epoch [48/100], Batch [76/147] train loss: 566.57, train corr: -0.01461
Epoch [48/100], Batch [77/147] train loss: 572.13, train corr: -0.01490
Epoch [48/100], Batch [78/147] train loss: 556.63, train corr: -0.01872
Epoch [48/100], Batch [79/147] train loss: 568.15, train corr: -0.01912
Epoch [48/100], Batch [80/147] train loss: 567.15, train corr: -0.01825
Epoch [48/100], Batch [81/147] train loss: 573.35, train corr: -0.01749
Epoch [48/100], Batch [82/147] train loss: 582.78, train corr: -0.01478
Epoch [48/100], Batch [83/147] train loss: 564.26, train corr: -0.01398
Epoch [48/100], Batch [84/147] train loss: 562.30, train corr: -0.01653
Epoch [48/100], Batch [85/147] train loss: 564.13, train corr: -0.02345
Epoch [48/100], Batch [86/147] train loss: 567.80, train corr: -0.01835
Epoch [48/100], Batch [87/147] train loss: 563.43, train corr: -0.01567
Epoch [48/100], Batch [88/147] train loss: 573.08, train corr: -0.01008
Epoch [48/100], Batch [89/147] train loss: 566.62, train corr: -0.01420
Epoch [48/100], Batch [90/147] train loss: 582.20, train corr: -0.01241
Epoch [48/100], Batch [91/147] train loss: 574.55, train corr: -0.01539
Epoch [48/100], Batch [92/147] train loss: 574.10, train corr: -0.01750
Epoch [48/100], Batch [93/147] train loss: 561.08, train corr: -0.01567
Epoch [48/100], Batch [94/147] train loss: 576.41, train corr: -0.01282
Epoch [48/100], Batch [95/147] train loss: 594.03, train corr: -0.01024
Epoch [48/100], Batch [96/147] train loss: 555.35, train corr: -0.01855
Epoch [48/100], Batch [97/147] train loss: 560.51, train corr: -0.01595
Epoch [48/100], Batch [98/147] train loss: 563.86, train corr: -0.01523
Epoch [48/100], Batch [99/147] train loss: 590.89, train corr: -0.00999
Epoch [48/100], Batch [100/147] train loss: 579.13, train corr: -0.01463
Epoch [48/100], Batch [101/147] train loss: 578.81, train corr: -0.01017
Epoch [48/100], Batch [102/147] train loss: 563.38, train corr: -0.01597
Epoch [48/100], Batch [103/147] train loss: 556.61, train corr: -0.01769
Epoch [48/100], Batch [104/147] train loss: 563.76, train corr: -0.01639
Epoch [48/100], Batch [105/147] train loss: 572.12, train corr: -0.01040
Epoch [48/100], Batch [106/147] train loss: 579.45, train corr: -0.01210
Epoch [48/100], Batch [107/147] train loss: 593.40, train corr: -0.00753
Epoch [48/100], Batch [108/147] train loss: 560.74, train corr: -0.01836
Epoch [48/100], Batch [109/147] train loss: 567.66, train corr: -0.01792
Epoch [48/100], Batch [110/147] train loss: 554.50, train corr: -0.01718
Epoch [48/100], Batch [111/147] train loss: 561.36, train corr: -0.01767
Epoch [48/100], Batch [112/147] train loss: 562.45, train corr: -0.01863
Epoch [48/100], Batch [113/147] train loss: 565.29, train corr: -0.01799
Epoch [48/100], Batch [114/147] train loss: 563.11, train corr: -0.01575
Epoch [48/100], Batch [115/147] train loss: 559.65, train corr: -0.01666
Epoch [48/100], Batch [116/147] train loss: 580.54, train corr: -0.01173
Epoch [48/100], Batch [117/147] train loss: 559.37, train corr: -0.01946
Epoch [48/100], Batch [118/147] train loss: 557.18, train corr: -0.01795
Epoch [48/100], Batch [119/147] train loss: 552.89, train corr: -0.01900
Epoch [48/100], Batch [120/147] train loss: 570.74, train corr: -0.01565
Epoch [48/100], Batch [121/147] train loss: 572.89, train corr: -0.01400
Epoch [48/100], Batch [122/147] train loss: 564.85, train corr: -0.01583
Epoch [48/100], Batch [123/147] train loss: 562.76, train corr: -0.01630
Epoch [48/100], Batch [124/147] train loss: 564.95, train corr: -0.01639
Epoch [48/100], Batch [125/147] train loss: 556.93, train corr: -0.01922
Epoch [48/100], Batch [126/147] train loss: 587.83, train corr: -0.01299
Epoch [48/100], Batch [127/147] train loss: 561.51, train corr: -0.01347
Epoch [48/100], Batch [128/147] train loss: 581.92, train corr: -0.00405
Epoch [48/100], Batch [129/147] train loss: 573.45, train corr: -0.01357
Epoch [48/100], Batch [130/147] train loss: 556.59, train corr: -0.01646
Epoch [48/100], Batch [131/147] train loss: 565.13, train corr: -0.01376
Epoch [48/100], Batch [132/147] train loss: 577.54, train corr: -0.00927
Epoch [48/100], Batch [133/147] train loss: 562.88, train corr: -0.01321
Epoch [48/100], Batch [134/147] train loss: 562.77, train corr: -0.00909
Epoch [48/100], Batch [135/147] train loss: 549.54, train corr: -0.01944
Epoch [48/100], Batch [136/147] train loss: 566.96, train corr: -0.01634
Epoch [48/100], Batch [137/147] train loss: 565.66, train corr: -0.01942
Epoch [48/100], Batch [138/147] train loss: 584.61, train corr: -0.01501
Epoch [48/100], Batch [139/147] train loss: 559.47, train corr: -0.01972
Epoch [48/100], Batch [140/147] train loss: 561.68, train corr: -0.01679
Epoch [48/100], Batch [141/147] train loss: 551.30, train corr: -0.01950
Epoch [48/100], Batch [142/147] train loss: 571.16, train corr: -0.01198
Epoch [48/100], Batch [143/147] train loss: 573.82, train corr: -0.01486
Epoch [48/100], Batch [144/147] train loss: 576.56, train corr: -0.01305
Epoch [48/100], Batch [145/147] train loss: 563.50, train corr: -0.01528
Epoch [48/100], Batch [146/147] train loss: 819.85, train corr: -0.01260
Epoch [48/100], Batch [147/147] train loss: 560.80, train corr: -0.02351
Epoch [48/100], validation loss: 597.42, validation correlation: 0.00973
Epoch [49/100], Batch [1/147] train loss: 563.82, train corr: 0.01009
Epoch [49/100], Batch [2/147] train loss: 543.59, train corr: 0.03212
Epoch [49/100], Batch [3/147] train loss: 555.86, train corr: 0.03007
Epoch [49/100], Batch [4/147] train loss: 554.89, train corr: 0.03160
Epoch [49/100], Batch [5/147] train loss: 568.48, train corr: 0.03260
Epoch [49/100], Batch [6/147] train loss: 563.47, train corr: -0.01875
Epoch [49/100], Batch [7/147] train loss: 568.36, train corr: -0.01852
Epoch [49/100], Batch [8/147] train loss: 569.53, train corr: 0.02488
Epoch [49/100], Batch [9/147] train loss: 576.38, train corr: 0.03346
Epoch [49/100], Batch [10/147] train loss: 568.74, train corr: 0.03340
Epoch [49/100], Batch [11/147] train loss: 574.96, train corr: 0.01298
Epoch [49/100], Batch [12/147] train loss: 577.14, train corr: -0.01932
Epoch [49/100], Batch [13/147] train loss: 558.75, train corr: -0.02476
Epoch [49/100], Batch [14/147] train loss: 578.42, train corr: -0.01875
Epoch [49/100], Batch [15/147] train loss: 554.18, train corr: 0.02865
Epoch [49/100], Batch [16/147] train loss: 570.56, train corr: 0.02839
Epoch [49/100], Batch [17/147] train loss: 579.14, train corr: 0.02606
Epoch [49/100], Batch [18/147] train loss: 574.03, train corr: -0.02081
Epoch [49/100], Batch [19/147] train loss: 568.33, train corr: -0.02707
Epoch [49/100], Batch [20/147] train loss: 550.98, train corr: -0.02220
Epoch [49/100], Batch [21/147] train loss: 569.49, train corr: 0.01363
Epoch [49/100], Batch [22/147] train loss: 563.83, train corr: 0.02729
Epoch [49/100], Batch [23/147] train loss: 558.56, train corr: -0.00117
Epoch [49/100], Batch [24/147] train loss: 564.17, train corr: -0.02207
Epoch [49/100], Batch [25/147] train loss: 570.30, train corr: -0.01886
Epoch [49/100], Batch [26/147] train loss: 555.38, train corr: -0.01525
Epoch [49/100], Batch [27/147] train loss: 551.85, train corr: 0.02298
Epoch [49/100], Batch [28/147] train loss: 582.78, train corr: 0.03187
Epoch [49/100], Batch [29/147] train loss: 568.14, train corr: 0.01579
Epoch [49/100], Batch [30/147] train loss: 579.02, train corr: -0.01377
Epoch [49/100], Batch [31/147] train loss: 565.17, train corr: -0.01774
Epoch [49/100], Batch [32/147] train loss: 561.97, train corr: -0.01857
Epoch [49/100], Batch [33/147] train loss: 572.26, train corr: -0.00618
Epoch [49/100], Batch [34/147] train loss: 555.70, train corr: 0.00334
Epoch [49/100], Batch [35/147] train loss: 577.50, train corr: -0.01114
Epoch [49/100], Batch [36/147] train loss: 556.41, train corr: -0.02155
Epoch [49/100], Batch [37/147] train loss: 571.22, train corr: -0.01759
Epoch [49/100], Batch [38/147] train loss: 566.46, train corr: -0.01474
Epoch [49/100], Batch [39/147] train loss: 558.66, train corr: -0.00266
Epoch [49/100], Batch [40/147] train loss: 574.28, train corr: 0.01572
Epoch [49/100], Batch [41/147] train loss: 568.32, train corr: -0.00671
Epoch [49/100], Batch [42/147] train loss: 568.82, train corr: -0.01496
Epoch [49/100], Batch [43/147] train loss: 557.11, train corr: -0.02240
Epoch [49/100], Batch [44/147] train loss: 555.56, train corr: -0.01800
Epoch [49/100], Batch [45/147] train loss: 568.59, train corr: -0.01431
Epoch [49/100], Batch [46/147] train loss: 578.73, train corr: -0.01029
Epoch [49/100], Batch [47/147] train loss: 561.73, train corr: -0.01563
Epoch [49/100], Batch [48/147] train loss: 597.32, train corr: -0.01029
Epoch [49/100], Batch [49/147] train loss: 579.54, train corr: -0.01916
Epoch [49/100], Batch [50/147] train loss: 563.45, train corr: -0.01785
Epoch [49/100], Batch [51/147] train loss: 562.30, train corr: -0.01361
Epoch [49/100], Batch [52/147] train loss: 548.12, train corr: -0.01373
Epoch [49/100], Batch [53/147] train loss: 564.34, train corr: -0.01731
Epoch [49/100], Batch [54/147] train loss: 577.45, train corr: -0.01880
Epoch [49/100], Batch [55/147] train loss: 571.19, train corr: -0.01787
Epoch [49/100], Batch [56/147] train loss: 554.88, train corr: -0.01735
Epoch [49/100], Batch [57/147] train loss: 565.92, train corr: -0.01697
Epoch [49/100], Batch [58/147] train loss: 582.98, train corr: -0.00709
Epoch [49/100], Batch [59/147] train loss: 576.98, train corr: -0.01301
Epoch [49/100], Batch [60/147] train loss: 580.89, train corr: -0.01566
Epoch [49/100], Batch [61/147] train loss: 572.76, train corr: -0.01653
Epoch [49/100], Batch [62/147] train loss: 568.37, train corr: -0.01407
Epoch [49/100], Batch [63/147] train loss: 551.37, train corr: -0.01242
Epoch [49/100], Batch [64/147] train loss: 558.24, train corr: -0.01286
Epoch [49/100], Batch [65/147] train loss: 548.68, train corr: -0.01720
Epoch [49/100], Batch [66/147] train loss: 565.54, train corr: -0.01590
Epoch [49/100], Batch [67/147] train loss: 807.47, train corr: -0.01332
Epoch [49/100], Batch [68/147] train loss: 573.00, train corr: -0.02260
Epoch [49/100], Batch [69/147] train loss: 564.44, train corr: 0.03086
Epoch [49/100], Batch [70/147] train loss: 586.18, train corr: 0.02925
Epoch [49/100], Batch [71/147] train loss: 575.60, train corr: 0.02802
Epoch [49/100], Batch [72/147] train loss: 564.35, train corr: 0.03311
Epoch [49/100], Batch [73/147] train loss: 579.35, train corr: 0.02510
Epoch [49/100], Batch [74/147] train loss: 571.64, train corr: -0.02054
Epoch [49/100], Batch [75/147] train loss: 555.94, train corr: -0.00697
Epoch [49/100], Batch [76/147] train loss: 575.23, train corr: 0.03188
Epoch [49/100], Batch [77/147] train loss: 577.51, train corr: 0.03164
Epoch [49/100], Batch [78/147] train loss: 579.83, train corr: 0.03295
Epoch [49/100], Batch [79/147] train loss: 584.67, train corr: -0.01646
Epoch [49/100], Batch [80/147] train loss: 555.40, train corr: -0.02350
Epoch [49/100], Batch [81/147] train loss: 560.04, train corr: -0.02501
Epoch [49/100], Batch [82/147] train loss: 592.23, train corr: 0.02429
Epoch [49/100], Batch [83/147] train loss: 565.67, train corr: 0.02695
Epoch [49/100], Batch [84/147] train loss: 572.40, train corr: 0.02405
Epoch [49/100], Batch [85/147] train loss: 561.76, train corr: -0.02866
Epoch [49/100], Batch [86/147] train loss: 568.93, train corr: -0.02310
Epoch [49/100], Batch [87/147] train loss: 566.44, train corr: -0.02603
Epoch [49/100], Batch [88/147] train loss: 560.35, train corr: -0.00013
Epoch [49/100], Batch [89/147] train loss: 559.55, train corr: 0.02995
Epoch [49/100], Batch [90/147] train loss: 570.92, train corr: 0.01312
Epoch [49/100], Batch [91/147] train loss: 568.16, train corr: -0.01519
Epoch [49/100], Batch [92/147] train loss: 570.88, train corr: -0.01750
Epoch [49/100], Batch [93/147] train loss: 556.65, train corr: -0.01796
Epoch [49/100], Batch [94/147] train loss: 574.63, train corr: 0.00758
Epoch [49/100], Batch [95/147] train loss: 558.89, train corr: 0.02750
Epoch [49/100], Batch [96/147] train loss: 630.07, train corr: 0.00647
Epoch [49/100], Batch [97/147] train loss: 745.19, train corr: -0.01817
Epoch [49/100], Batch [98/147] train loss: 561.71, train corr: -0.02583
Epoch [49/100], Batch [99/147] train loss: 568.31, train corr: 0.02687
Epoch [49/100], Batch [100/147] train loss: 581.46, train corr: 0.02480
Epoch [49/100], Batch [101/147] train loss: 569.42, train corr: 0.02765
Epoch [49/100], Batch [102/147] train loss: 605.72, train corr: 0.02489
Epoch [49/100], Batch [103/147] train loss: 582.61, train corr: 0.02421
Epoch [49/100], Batch [104/147] train loss: 595.68, train corr: 0.02432
Epoch [49/100], Batch [105/147] train loss: 572.07, train corr: 0.02647
Epoch [49/100], Batch [106/147] train loss: 574.47, train corr: 0.02600
Epoch [49/100], Batch [107/147] train loss: 581.87, train corr: 0.03256
Epoch [49/100], Batch [108/147] train loss: 578.76, train corr: -0.02108
Epoch [49/100], Batch [109/147] train loss: 563.38, train corr: 0.03397
Epoch [49/100], Batch [110/147] train loss: 575.23, train corr: 0.03239
Epoch [49/100], Batch [111/147] train loss: 581.93, train corr: 0.02959
Epoch [49/100], Batch [112/147] train loss: 593.89, train corr: 0.02616
Epoch [49/100], Batch [113/147] train loss: 558.19, train corr: 0.03018
Epoch [49/100], Batch [114/147] train loss: 639.61, train corr: 0.02390
Epoch [49/100], Batch [115/147] train loss: 574.84, train corr: -0.00758
Epoch [49/100], Batch [116/147] train loss: 585.17, train corr: -0.02543
Epoch [49/100], Batch [117/147] train loss: 565.34, train corr: 0.02697
Epoch [49/100], Batch [118/147] train loss: 569.81, train corr: 0.02913
Epoch [49/100], Batch [119/147] train loss: 597.62, train corr: 0.02415
Epoch [49/100], Batch [120/147] train loss: 604.13, train corr: 0.02735
Epoch [49/100], Batch [121/147] train loss: 594.55, train corr: 0.02658
Epoch [49/100], Batch [122/147] train loss: 593.90, train corr: 0.02733
Epoch [49/100], Batch [123/147] train loss: 598.63, train corr: 0.02770
Epoch [49/100], Batch [124/147] train loss: 591.83, train corr: 0.02796
Epoch [49/100], Batch [125/147] train loss: 591.10, train corr: 0.02803
Epoch [49/100], Batch [126/147] train loss: 581.99, train corr: 0.02963
Epoch [49/100], Batch [127/147] train loss: 593.02, train corr: 0.02593
Epoch [49/100], Batch [128/147] train loss: 587.46, train corr: 0.02764
Epoch [49/100], Batch [129/147] train loss: 590.56, train corr: 0.02607
Epoch [49/100], Batch [130/147] train loss: 573.38, train corr: 0.03428
Epoch [49/100], Batch [131/147] train loss: 582.66, train corr: -0.01494
Epoch [49/100], Batch [132/147] train loss: 560.12, train corr: 0.02531
Epoch [49/100], Batch [133/147] train loss: 565.15, train corr: 0.03393
Epoch [49/100], Batch [134/147] train loss: 577.43, train corr: 0.03088
Epoch [49/100], Batch [135/147] train loss: 600.81, train corr: 0.02711
Epoch [49/100], Batch [136/147] train loss: 676.97, train corr: 0.02572
Epoch [49/100], Batch [137/147] train loss: 561.90, train corr: 0.02890
Epoch [49/100], Batch [138/147] train loss: 595.44, train corr: -0.02668
Epoch [49/100], Batch [139/147] train loss: 581.67, train corr: 0.02445
Epoch [49/100], Batch [140/147] train loss: 596.19, train corr: 0.02248
Epoch [49/100], Batch [141/147] train loss: 597.76, train corr: 0.02640
Epoch [49/100], Batch [142/147] train loss: 600.28, train corr: 0.02567
Epoch [49/100], Batch [143/147] train loss: 614.30, train corr: 0.02694
Epoch [49/100], Batch [144/147] train loss: 600.77, train corr: 0.02603
Epoch [49/100], Batch [145/147] train loss: 615.61, train corr: 0.02399
Epoch [49/100], Batch [146/147] train loss: 610.16, train corr: 0.02770
Epoch [49/100], Batch [147/147] train loss: 618.20, train corr: 0.02487
Epoch [49/100], validation loss: 636.55, validation correlation: 0.02699
Epoch [50/100], Batch [1/147] train loss: 618.89, train corr: 0.02457
Epoch [50/100], Batch [2/147] train loss: 616.22, train corr: 0.02722
Epoch [50/100], Batch [3/147] train loss: 580.68, train corr: 0.02897
Epoch [50/100], Batch [4/147] train loss: 586.24, train corr: 0.02839
Epoch [50/100], Batch [5/147] train loss: 585.40, train corr: 0.02724
Epoch [50/100], Batch [6/147] train loss: 591.12, train corr: 0.03137
Epoch [50/100], Batch [7/147] train loss: 557.44, train corr: 0.03395
Epoch [50/100], Batch [8/147] train loss: 587.17, train corr: -0.01648
Epoch [50/100], Batch [9/147] train loss: 567.69, train corr: 0.03357
